[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Na (all spectra): 1702 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 80000
Query NIST Bibliographic Databases for
Na (new window)
Na Energy Levels
Na Line Wavelengths and Classification
Na Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                      Observed  |                        Ritz    |    Rel. |    Aki    | Acc. |             Ei           Ek             |              Lower level              |              Upper level               |  gi   gk  |Type|                  TP  |          Line  |
          |                     Wavelength |                     Wavelength |    Int. |    s^-1   |      |           (cm-1)       (cm-1)           |---------------------------------------|----------------------------------------|           |    |                 Ref. |          Ref.  |
          |                      Air (nm)  |                      Air (nm)  |    (?)  |           |      |                                         | Conf.                 | Term    | J   | Conf.                 | Term     | J   |           |    |                      |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na III    |                   214.0723     |                   214.0722     |      15 | 3.80e+08  | A    |   399174.71        -    445873.20       | 2s2.2p4.(1D).3s       | 2D      | 5/2 | 2s2.2p4.(1D).3p       | 2D*      | 5/2 |   6 - 6   |    |            c51,T7317 |         L1882  |
Na III    |                   214.1068     |                   214.1071     |       9 | 3.11e+07  | B    |   399182.31        -    445873.20       | 2s2.2p4.(1D).3s       | 2D      | 3/2 | 2s2.2p4.(1D).3p       | 2D*      | 5/2 |   4 - 6   |    |            c51,T7317 |         L1882  |
Na III    |                   214.186      |                   214.1883     |       1 |           |      |   417403.98        -    464077.16       | 2s2.2p4.(3P).3p       | 4S*     | 3/2 | 2s2.2p4.(3P).3d       | 4F       | 3/2 |   4 - 4   |    |                      |         L1882  |
Na VII    |                                |                   214.2        |         | 1.87e+08  | B+   |  1331140           -   1377820          | 2p2.(1D).3s           | 2D      | 3/2 | 2p2.(1D).3p           | 2F*      | 5/2 |   4 - 6   |    |           T7192c3,LS |                |
Na III    |                   214.4202     |                   214.4197     |       7 | 1.98e+07  | C+   |   399174.71        -    445797.52       | 2s2.2p4.(1D).3s       | 2D      | 5/2 | 2s2.2p4.(1D).3p       | 2D*      | 3/2 |   6 - 4   |    |            c51,T7317 |         L1882  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na III    |                   214.4542     |                   214.4547     |      14 | 3.88e+08  | B+   |   399182.31        -    445797.52       | 2s2.2p4.(1D).3s       | 2D      | 3/2 | 2s2.2p4.(1D).3p       | 2D*      | 3/2 |   4 - 4   |    |            c51,T7317 |         L1882  |
Na III    |                   214.5231     |                   214.5232     |       9 | 8.27e+07  | B    |   418417.50        -    465017.83       | 2s2.2p4.(3P).3p       | 2P*     | 3/2 | 2s2.2p4.(3P).3d       | 2D       | 3/2 |   4 - 4   |    |            c51,T7317 |         L1882  |
Na III    |                   214.6234     |                   214.6235     |       9 | 1.68e+08  | B+   |   448107.31        -    494685.86       | 2s2.2p4.(1D).3p       | 2P*     | 1/2 | 2s2.2p4.(1D).3d       | 2D       | 3/2 |   2 - 4   |    |            c51,T7317 |         L1882  |
Na III    |                   214.8574     |                   214.8573     |      12 | 1.54e+08  | C    |   418417.50        -    464945.37       | 2s2.2p4.(3P).3p       | 2P*     | 3/2 | 2s2.2p4.(3P).3d       | 4P       | 5/2 |   4 - 6   |    |            c51,T7317 |         L1882  |
Na IV     |                                |                   215.11       |         | 7.51e+05  | D    |   596578.9         -    643052.         | 2s2.2p3.(2D*).3p      | 1D      | 2   | 2s2.2p3.(2D*).3d      | 3P*      | 2   |   5 - 5   |    |             T7663c11 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na III    |                   215.1653     |                   215.1653     |      10 | 1.34e+08  | B+   |   418556.54        -    465017.83       | 2s2.2p4.(3P).3p       | 2P*     | 1/2 | 2s2.2p4.(3P).3d       | 2D       | 3/2 |   2 - 4   |    |            c51,T7317 |         L1882  |
Na IV     |                                |                   215.35       |         | 1.15e+06  | D    |   550157.          -    596578.9        | 2s2.2p3.(2P*).3s      | 3P*     | 1   | 2s2.2p3.(2D*).3p      | 1D       | 2   |   3 - 5   |    |             T7663c11 |                |
Na IV     |                                |                   215.48       |         | 1.15e+06  | D    |   550186.          -    596578.9        | 2s2.2p3.(2P*).3s      | 3P*     | 2   | 2s2.2p3.(2D*).3p      | 1D       | 2   |   5 - 5   |    |             T7663c11 |                |
Na IV     |                   215.5762     |                   215.58       |      10 | 2.97e+08  | B+   |   531410.          -    577782.7        | 2s2.2p3.(2D*).3s      | 1D*     | 2   | 2s2.2p3.(2D*).3p      | 1F       | 3   |   5 - 7   |    |             T7663c11 |         L3834  |
Na II     |                   215.5774     |                                |      60 |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |          L914  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na VII    |                                |                   215.8        |         | 1.95e+08  | A    |  1331970           -   1378300          | 2p2.(1D).3s           | 2D      | 5/2 | 2p2.(1D).3p           | 2F*      | 7/2 |   6 - 8   |    |           T7192c3,LS |                |
Na III    |                                |                   215.8600     |         | 3.67e+05  | D    |   414281.85        -    460593.62       | 2s2.2p4.(3P).3p       | 2D*     | 5/2 | 2s2.2p4.(3P).3d       | 4D       | 3/2 |   6 - 4   |    |            c51,T7317 |                |
Na III    |                   215.9082     |                   215.9089     |       9 | 3.11e+08  | B+   |   447547.96        -    493849.24       | 2s2.2p4.(1D).3p       | 2P*     | 3/2 | 2s2.2p4.(1D).3d       | 2S       | 1/2 |   4 - 2   |    |            c51,T7317 |         L1882  |
Na III    |                   215.971      |                   215.9712     |       1 |           |      |   417403.98        -    463691.90       | 2s2.2p4.(3P).3p       | 4S*     | 3/2 | 2s2.2p4.(3P).3d       | 4F       | 5/2 |   4 - 6   |    |                      |         L1882  |
Na III    |                   216.3178     |                   216.3177     |       5 | 2.37e+07  | C+   |   418417.50        -    464631.29       | 2s2.2p4.(3P).3p       | 2P*     | 3/2 | 2s2.2p4.(3P).3d       | 4P       | 3/2 |   4 - 4   |    |            c51,T7317 |         L1882  |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na II     |                   216.6769     |                   216.68+      |      50 |           |      |   308860.80        -    354997.8        | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<1/2>).5s | 2[1/2]*  | 1   |   1 - 3   |    |                      |          L914  |
Na III    |                                |                   216.7208     |         | 7.26e+05  | D+   |   414281.85        -    460409.70       | 2s2.2p4.(3P).3p       | 2D*     | 5/2 | 2s2.2p4.(3P).3d       | 4D       | 5/2 |   6 - 6   |    |            c51,T7317 |                |
Na III    |                   216.9702     |                   216.9706     |       4 | 1.81e+07  | C    |   418556.54        -    464631.29       | 2s2.2p4.(3P).3p       | 2P*     | 1/2 | 2s2.2p4.(3P).3d       | 4P       | 3/2 |   2 - 4   |    |            c51,T7317 |         L1882  |
Na II     |                   217.2490     |                   217.25+      |       0 |           |      |   308860.80        -    354876.5        | 2s2.2p5.3p            | 1S      | 0   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]*  | 1   |   1 - 3   |    |                      |          L914  |
Na III    |                                |                   217.3494     |         | 4.45e+05  | D    |   418417.50        -    464411.94       | 2s2.2p4.(3P).3p       | 2P*     | 3/2 | 2s2.2p4.(3P).3d       | 4P       | 1/2 |   4 - 2   |    |            c51,T7317 |                |
          |                                |                                |         |           |      |                                         |                       |         |     |                       |          |     |           |    |                      |                |
Na III    |                                |                   217.4397     |         | 4.67e+05  | D+   |   414281.85        -    460257.21       | 2s2.2p4.(3P).3p       | 2D*     | 5/2 | 2s2.2p4.(3P).3d       | 4D       | 7/2 |   6 - 8   |    |            c51,T7317 |                |
Na III    |                   217.453      |                   217.4524     |    10bl | 1.00e+08  | D+   |   418417.50        -    464390.17       | 2s2.2p4.(3P).3p       | 2P*     | 3/2 | 2s2.2p4.(3P).3d       | 2F       | 5/2 |   4 - 6   |    |            c51,T7317 |         L1882  |
Na VIII   |                                |                   217.7        |         | 3.77e+06  | C    |  1439410?          -   1485340          | 1s2.2p.3p             | 3D      | 1   | 1s2.2p.3d             | 3D*      | 2   |   3 - 5   |    |           T5633c3,LS |                |
Na IV     |                                |                   217.749      |         | 6.39e+03  | E    |   600509.6         -    646419.6        | 2s2.2p3.(2P*).3p      | 3D      | 3   | 2s2.2p3.(2D*).3d      | 1F*      | 3   |   7 - 7   |    |             T7663c11 |                |
